sys_id	replicon	type	subtype	sys_nt_begin	sys_nt_end	genome_length	norm_mid
JX434031_acrif4_3	JX434031	Anti_CRISPR	acrif4	5301	5814	37065	0.1499392958316471
JX434032_acrif1_2	JX434032	Anti_CRISPR	acrif1	5107	5554	36916	0.14439538411528877
JX434033_acrie2_2	JX434033	Anti_CRISPR	acrie2	5232	6183	36427	0.15668322947264393
JX434033_acrif3_3	JX434033	Anti_CRISPR	acrif3	5543	6183	36427	0.16095204106843825
KF475786_acrif3_2	KF475786	Anti_CRISPR	acrif3	5401	6274	36836	0.15847268976001738
KF475786_acrif5_3	KF475786	Anti_CRISPR	acrif5	5817	6274	36836	0.1641193397763058
KJ477077_acrif2_c2_2	KJ477077	Anti_CRISPR	acrif2_c2	5240	5905	37378	0.14908502327572368
KJ477077_mom_3	KJ477077	Anti_RM	mom	23969	24739	37378	0.6515597410241318
KM233689_acrif7_2	KM233689	Anti_CRISPR	acrif7	5129	5543	36852	0.144795397807446
KM389278_acrif2_c2_2	KM389278	Anti_CRISPR	acrif2_c2	5240	5744	27222	0.20174858570274043
KM389326_acrif2_c2_2	KM389326	Anti_CRISPR	acrif2_c2	5120	5785	37039	0.14720969788601204
KM389326_mom_3	KM389326	Anti_RM	mom	24000	24770	37039	0.6583601069143336
KM389336_Aca_alone_1	KM389336	Anti_CRISPR	Aca_alone	13586	13837	18117	0.7568306010928961
KM389337_acrie3_1	KM389337	Anti_CRISPR	acrie3	5120	5317	16937	0.30811241660270416
KM389459_acrif3_2	KM389459	Anti_CRISPR	acrif3	5401	6274	37412	0.15603282369293275
KM389459_acrif5_3	KM389459	Anti_CRISPR	acrif5	5817	6274	37412	0.16159253715385438
KM389460_acrif2_c2_2	KM389460	Anti_CRISPR	acrif2_c2	5240	5905	37412	0.14894953490858548
KM389460_mom_3	KM389460	Anti_RM	mom	23969	24739	37412	0.6509676039773334
KM389461_acrif3_2	KM389461	Anti_CRISPR	acrif3	5401	6274	37396	0.1560995828430848
KM389461_acrif5_3	KM389461	Anti_CRISPR	acrif5	5817	6274	37396	0.16166167504545942
KM389462_acrif3_2	KM389462	Anti_CRISPR	acrif3	5401	6274	37171	0.15704447015146217
KM389462_acrif5_3	KM389462	Anti_CRISPR	acrif5	5817	6274	37171	0.16264023028705174
KM389464_acrif2_c2_2	KM389464	Anti_CRISPR	acrif2_c2	5240	5744	36652	0.1498417548837717
KT887557_vcrx091_093_1	KT887557	Anti_CRISPR	vcrx091_093	31873	33672	57217	0.5727755736931331
KT968831_vcrx091_093_1	KT968831	Anti_CRISPR	vcrx091_093	37738	39540	60918	0.6342788666732329
KT968832_acrif3_2	KT968832	Anti_CRISPR	acrif3	5401	6274	37712	0.15479157827747136
KT968832_acrif5_3	KT968832	Anti_CRISPR	acrif5	5817	6274	37712	0.16030706406448875
KU199707_acrie2_2	KU199707	Anti_CRISPR	acrie2	5232	6183	36434	0.15665312620080146
KU199707_acrif3_3	KU199707	Anti_CRISPR	acrif3	5543	6183	36434	0.16092111763737169
KU199708_acrif1_2	KU199708	Anti_CRISPR	acrif1	5107	5554	36907	0.1444305958219308
KU199709_acrif3_2	KU199709	Anti_CRISPR	acrif3	5231	5871	36627	0.15155486389821715
LN610590_acrie3_2	LN610590	Anti_CRISPR	acrie3	5107	5814	37208	0.1467560739625887
LN610590_acrif4_3	LN610590	Anti_CRISPR	acrif4	5301	5814	37208	0.14936304020640723
LT608331_acrif3_2	LT608331	Anti_CRISPR	acrif3	5108	5748	37002	0.1466947732554997
LT999987_acrie1_2	LT999987	Anti_CRISPR	acrie1	5240	6438	37494	0.15573158372006188
LT999987_acrif3_3	LT999987	Anti_CRISPR	acrif3	5565	6438	37494	0.16006561049767962
LT999987_acrif5_4	LT999987	Anti_CRISPR	acrif5	5981	6438	37494	0.16561316477303034
MG707188_acrif7_2	MG707188	Anti_CRISPR	acrif7	19162	19558	43747	0.44254463163188335
MH643777_acrif2_c2_2	MH643777	Anti_CRISPR	acrif2_c2	5240	5744	37009	0.14839633602637195
MH643778_acrif3_2	MH643778	Anti_CRISPR	acrif3	5401	6274	46146	0.1265006717808694
MH643778_acrif5_3	MH643778	Anti_CRISPR	acrif5	5817	6274	46146	0.13100810471113422
MK144667_acrie3_2	MK144667	Anti_CRISPR	acrie3	5120	5827	37699	0.1451895275736757
MK144667_acrif4_3	MK144667	Anti_CRISPR	acrif4	5314	5827	37699	0.1477625401204276
MK511017_acrie3_2	MK511017	Anti_CRISPR	acrie3	5120	5827	37652	0.14537076383724637
MK511017_acrif4_3	MK511017	Anti_CRISPR	acrif4	5314	5827	37652	0.14794698820779772
MK511018_acrie3_2	MK511018	Anti_CRISPR	acrie3	5107	5814	37365	0.14613943530041482
MK511018_acrif4_3	MK511018	Anti_CRISPR	acrif4	5301	5814	37365	0.14873544761140103
MK511019_acrie3_2	MK511019	Anti_CRISPR	acrie3	5120	5827	26141	0.2093837267128266
MK511019_acrif4_3	MK511019	Anti_CRISPR	acrif4	5314	5827	26141	0.213094372824299
MK511020_acrie3_2	MK511020	Anti_CRISPR	acrie3	5120	5827	37672	0.14529358674877893
MK511020_acrif4_3	MK511020	Anti_CRISPR	acrif4	5314	5827	37672	0.14786844340624336
MK511021_acrie3_2	MK511021	Anti_CRISPR	acrie3	5120	5827	37599	0.14557568020426076
MK511021_acrif4_3	MK511021	Anti_CRISPR	acrif4	5314	5827	37599	0.14815553605149073
MK511022_acrie3_2	MK511022	Anti_CRISPR	acrie3	5120	5827	44214	0.12379563034333017
MK511022_acrif4_3	MK511022	Anti_CRISPR	acrif4	5314	5827	44214	0.12598950558646582
MK511023_acrie3_2	MK511023	Anti_CRISPR	acrie3	5120	5827	37587	0.14562215659669567
MK511023_acrif4_3	MK511023	Anti_CRISPR	acrif4	5314	5827	37587	0.14820283608694496
MK511024_acrie3_2	MK511024	Anti_CRISPR	acrie3	5120	5827	37606	0.1455485826729777
MK511024_acrif4_3	MK511024	Anti_CRISPR	acrif4	5314	5827	37606	0.14812795830452588
MK511025_acrie3_2	MK511025	Anti_CRISPR	acrie3	5120	5827	37704	0.1451702737110121
MK511025_acrif4_3	MK511025	Anti_CRISPR	acrif4	5314	5827	37704	0.1477429450456185
MK511026_acrie3_2	MK511026	Anti_CRISPR	acrie3	5120	5827	37587	0.14562215659669567
MK511026_acrif4_3	MK511026	Anti_CRISPR	acrif4	5314	5827	37587	0.14820283608694496
MK511027_acrie3_2	MK511027	Anti_CRISPR	acrie3	5120	5827	37624	0.14547894960663407
MK511027_acrif4_3	MK511027	Anti_CRISPR	acrif4	5314	5827	37624	0.14805709121837124
MK511028_acrie3_2	MK511028	Anti_CRISPR	acrie3	5120	5827	37585	0.14562990554742583
MK511028_acrif4_3	MK511028	Anti_CRISPR	acrif4	5314	5827	37585	0.14821072236264468
MK511029_acrie3_2	MK511029	Anti_CRISPR	acrie3	5120	5827	38386	0.14259104881988224
MK511029_acrif4_3	MK511029	Anti_CRISPR	acrif4	5314	5827	38386	0.14511801177512634
MK511030_acrie3_2	MK511030	Anti_CRISPR	acrie3	5120	5827	37585	0.14562990554742583
MK511030_acrif4_3	MK511030	Anti_CRISPR	acrif4	5314	5827	37585	0.14821072236264468
MK511031_acrie3_2	MK511031	Anti_CRISPR	acrie3	5120	5827	30984	0.17665569326103794
MK511031_acrif4_3	MK511031	Anti_CRISPR	acrif4	5314	5827	30984	0.1797863413374645
MK511032_acrie3_2	MK511032	Anti_CRISPR	acrie3	5120	5827	39583	0.13827905919207742
MK511032_acrif4_3	MK511032	Anti_CRISPR	acrif4	5314	5827	39583	0.14072960614405175
MK511033_acrie3_2	MK511033	Anti_CRISPR	acrie3	5120	5827	37685	0.14524346556985537
MK511033_acrif4_3	MK511033	Anti_CRISPR	acrif4	5314	5827	37685	0.14781743399230463
MK511034_acrie3_2	MK511034	Anti_CRISPR	acrie3	5120	5827	38185	0.143341626293047
MK511034_acrif4_3	MK511034	Anti_CRISPR	acrif4	5314	5827	38185	0.14588189079481473
MK511035_acrie3_2	MK511035	Anti_CRISPR	acrie3	5120	5827	37728	0.1450779262086514
MK511035_acrif4_3	MK511035	Anti_CRISPR	acrif4	5314	5827	37728	0.14764896098388464
MK511036_acrie3_2	MK511036	Anti_CRISPR	acrie3	5107	5814	37444	0.14583110778762953
MK511036_acrif4_3	MK511036	Anti_CRISPR	acrif4	5301	5814	37444	0.1484216429868604
MK511037_acrie3_2	MK511037	Anti_CRISPR	acrie3	5120	5827	27480	0.19918122270742358
MK511037_acrif4_3	MK511037	Anti_CRISPR	acrif4	5314	5827	27480	0.20271106259097527
MK511038_acrie3_2	MK511038	Anti_CRISPR	acrie3	5120	5827	38441	0.14238703467651725
MK511038_acrif4_3	MK511038	Anti_CRISPR	acrif4	5314	5827	38441	0.14491038214406493
MK511040_vcrx091_093_1	MK511040	Anti_CRISPR	vcrx091_093	50342	53144	62693	0.8253393520807746
MN096267_Adnd_p0020_p0021_1	MN096267	Anti_Dnd	Adnd_p0020_p0021	40238	41038	51544	0.7884137823995033
MN096267_acrif23_2	MN096267	Anti_CRISPR	acrif23	23822	24301	51544	0.4668147602048735
MN096267_acrif24_3	MN096267	Anti_CRISPR	acrif24	23136	23822	51544	0.45551373583734284
MW390886_acrie3_2	MW390886	Anti_CRISPR	acrie3	5240	5947	37576	0.14885831381733022
MW390886_acrif4_3	MW390886	Anti_CRISPR	acrif4	5434	5947	37576	0.15143974877581434
MW748993_acrif2_c2_2	MW748993	Anti_CRISPR	acrif2_c2	20975	21476	49153	0.43182511749028546
MW748993_vcrx091_093_3	MW748993	Anti_CRISPR	vcrx091_093	30004	32303	49153	0.6338066852481029
OM541307_acrie3_2	OM541307	Anti_CRISPR	acrie3	5107	5814	37281	0.14646871060325636
OM541307_acrif4_3	OM541307	Anti_CRISPR	acrif4	5301	5814	37281	0.14907057214130523
ON778006_acrif7_2	ON778006	Anti_CRISPR	acrif7	44160	44562	45928	0.9658813795506009
OP868670_acrif7_2	OP868670	Anti_CRISPR	acrif7	40155	40557	43884	0.9196062346185397
OP966821_Adnd_p0020_p0021_1	OP966821	Anti_Dnd	Adnd_p0020_p0021	38581	39390	45574	0.8554329222802475
OQ594956_acrif23_1	OQ594956	Anti_CRISPR	acrif23	20947	21426	42817	0.4948151435177616
OQ594956_acrif24_2	OQ594956	Anti_CRISPR	acrif24	20261	20947	42817	0.4812107340542308
OQ594957_acrif3_2	OQ594957	Anti_CRISPR	acrif3	5275	6148	36952	0.15456538211734142
OQ594957_acrif5_3	OQ594957	Anti_CRISPR	acrif5	5691	6148	36952	0.16019430612686728
OR683402_acrie1_2	OR683402	Anti_CRISPR	acrie1	5240	6438	37988	0.15370643361061387
OR683402_acrif3_3	OR683402	Anti_CRISPR	acrif3	5565	6438	37988	0.15798410024218174
OR683402_acrif5_4	OR683402	Anti_CRISPR	acrif5	5981	6438	37988	0.1634595135305886
OR683409_Adnd_p0020_p0021_1	OR683409	Anti_Dnd	Adnd_p0020_p0021	38244	39053	44123	0.8759263875983048
PP003916_acrif3_2	PP003916	Anti_CRISPR	acrif3	5231	5871	36359	0.15267196567562363
PP003921_Adnd_p0020_p0021_1	PP003921	Anti_Dnd	Adnd_p0020_p0021	41549	42358	49731	0.8436086143451771
PP067092_Adnd_p0020_p0021_1	PP067092	Anti_Dnd	Adnd_p0020_p0021	43850	44659	50601	0.8745775775182308
PP813865_acrif7_2	PP813865	Anti_CRISPR	acrif7	5120	5534	36778	0.14484202512371527
PP836137_acrif2_c2_2	PP836137	Anti_CRISPR	acrif2_c2	5240	5905	38066	0.14639047969316452
PP836137_mom_3	PP836137	Anti_RM	mom	23952	24722	38066	0.639336941102296
PQ287280_acrif3_2	PQ287280	Anti_CRISPR	acrif3	5108	5748	36834	0.14736384861812457
PQ287282_acrif1_1	PQ287282	Anti_CRISPR	acrif1	43289	43525	45138	0.9616509371261465
PQ415073_acrif2_c2_2	PQ415073	Anti_CRISPR	acrif2_c2	5240	5905	37570	0.14832313015704018
PQ415073_mom_3	PQ415073	Anti_RM	mom	23952	24722	37570	0.6477774820335374
PQ449026_acrif3_2	PQ449026	Anti_CRISPR	acrif3	5240	6110	38006	0.14931852865337053
PQ449026_acrif5_3	PQ449026	Anti_CRISPR	acrif5	5653	6110	38006	0.15475188128190287
PQ466444_acrif1_2	PQ466444	Anti_CRISPR	acrif1	5107	5554	36570	0.14576155318567133
PQ466445_acrif1_2	PQ466445	Anti_CRISPR	acrif1	5107	5554	37632	0.14164806547619047
PQ533653_acrif3_2	PQ533653	Anti_CRISPR	acrif3	5401	6274	37249	0.15671561652661817
PQ533653_acrif5_3	PQ533653	Anti_CRISPR	acrif5	5817	6274	37249	0.1622996590512497
PQ533654_acrif1_2	PQ533654	Anti_CRISPR	acrif1	5107	5554	37349	0.14272135800155292
PQ533655_acrie3_2	PQ533655	Anti_CRISPR	acrie3	5114	5821	37891	0.14429547913752605
PQ533655_acrif4_3	PQ533655	Anti_CRISPR	acrif4	5308	5821	37891	0.14685545380169435
PQ533656_acrif3_2	PQ533656	Anti_CRISPR	acrif3	5401	6274	37781	0.15450888012493053
PQ533656_acrif5_3	PQ533656	Anti_CRISPR	acrif5	5817	6274	37781	0.16001429289854688
PQ533657_acrie2_2	PQ533657	Anti_CRISPR	acrie2	5115	6063	37963	0.14722229539288254
PQ533657_acrif3_3	PQ533657	Anti_CRISPR	acrif3	5426	6063	37963	0.1513183889576693
PQ533658_acrie3_2	PQ533658	Anti_CRISPR	acrie3	5107	5814	80550	0.06779019242706394
PQ533658_acrif4_3	PQ533658	Anti_CRISPR	acrif4	5301	5814	80550	0.06899441340782123
PQ533659_acrie2_2	PQ533659	Anti_CRISPR	acrie2	22994	23942	78827	0.2977152498509394
PQ533659_acrif3_3	PQ533659	Anti_CRISPR	acrif3	23305	23942	78827	0.2996879241884126
PQ533660_acrif2_c2_2	PQ533660	Anti_CRISPR	acrif2_c2	5240	5905	38097	0.14627135994960233
PQ533661_acrie2_2	PQ533661	Anti_CRISPR	acrie2	5232	6183	36763	0.15525120365584963
PQ533661_acrif3_3	PQ533661	Anti_CRISPR	acrif3	5543	6183	36763	0.1594809999183962
PQ533662_acrif3_2	PQ533662	Anti_CRISPR	acrif3	5231	5871	79299	0.07000088273496513
PQ533663_acrif3_2	PQ533663	Anti_CRISPR	acrif3	5401	6274	37435	0.1559369573928142
PQ533663_acrif5_3	PQ533663	Anti_CRISPR	acrif5	5817	6274	37435	0.1614932549752905
PQ533665_acrif3_2	PQ533665	Anti_CRISPR	acrif3	5401	6274	37849	0.15423128748447779
PQ533665_acrif5_3	PQ533665	Anti_CRISPR	acrif5	5817	6274	37849	0.15972680916272558
PQ533666_acrif7_2	PQ533666	Anti_CRISPR	acrif7	5120	5534	37006	0.14394962978976383
PQ533670_acrif3_2	PQ533670	Anti_CRISPR	acrif3	5401	6274	37215	0.15685879349724574
PQ533670_acrif5_3	PQ533670	Anti_CRISPR	acrif5	5817	6274	37215	0.16244793765954588
PQ569625.1_Adnd_p0020_p0021_1	PQ569625.1	Anti_Dnd	Adnd_p0020_p0021	36306	37106	45298	0.8103227515563601
PQ571159_acrif3_2	PQ571159	Anti_CRISPR	acrif3	5107	5747	37832	0.14344998942694015
PQ571160_acrif2_c2_2	PQ571160	Anti_CRISPR	acrif2_c2	5120	5785	37234	0.14643873878713004
PQ758392_acrif1_2	PQ758392	Anti_CRISPR	acrif1	5107	5554	36906	0.14443450929388174
PQ788408_Adnd_p0020_p0021_2	PQ788408	Anti_Dnd	Adnd_p0020_p0021	38699	39508	46814	0.8352949972230529
PQ788408_acric3_3	PQ788408	Anti_CRISPR	acric3	21109	21795	46814	0.4582389883368223
PQ788408_acric4_4	PQ788408	Anti_CRISPR	acric4	21109	21493	46814	0.4550134575127099
PV425003_acrie2_2	PV425003	Anti_CRISPR	acrie2	5108	6059	67335	0.08292121482141532
PV425003_acrif3_3	PV425003	Anti_CRISPR	acrif3	5419	6059	67335	0.0852305635999109
PV759139.1_acrif2_c2_2	PV759139.1	Anti_CRISPR	acrif2_c2	5240	5905	21532	0.2588008545420769
PX283088.1_acrie3_2	PX283088.1	Anti_CRISPR	acrie3	4495	5202	22786	0.2127841657157904
PX283088.1_acrif4_3	PX283088.1	Anti_CRISPR	acrif4	4689	5202	22786	0.2170411656280172
PX677422.1_acrie3_2	PX677422.1	Anti_CRISPR	acrie3	18731	19145	47695	0.3970646818324772
PX852245.1_vcrx091_093_1	PX852245.1	Anti_CRISPR	vcrx091_093	51215	54080	64081	0.8215773786301712
PX963123.1_acb1_2	PX963123.1	Anti_CBASS	acb1	1287	3095	50081	0.04374912641520736
PX963123.1_acrif23_3	PX963123.1	Anti_CRISPR	acrif23	22983	25019	50081	0.4792436253269703
PX963123.1_acrif24_4	PX963123.1	Anti_CRISPR	acrif24	22983	24540	50081	0.4744613725764262
PZ122515.1_acrie3_2	PZ122515.1	Anti_CRISPR	acrie3	5240	5947	37399	0.1495628225353619
PZ122515.1_acrif4_3	PZ122515.1	Anti_CRISPR	acrif4	5434	5947	37399	0.15215647477205274
PZ122515.1_mom_4	PZ122515.1	Anti_RM	mom	23994	24764	37399	0.6518623492606754
