qseqid	sseqid	sstart	send	sstrand	pident	length	mismatch	gapopen	qlen	hit_min	hit_max	sys_id	type	subtype	sys_nt_begin	sys_nt_end	genome_length	norm_mid
pa00107_6	PX963123.1	24570	24601	plus	100	32	0	0	32	24570	24601	PX963123.1_acrif23_3	Anti_CRISPR	acrif23	22983	25019	50081	0.4792436253269703
pa00107_6	OQ594956	20977	21008	plus	100	32	0	0	32	20977	21008	OQ594956_acrif23_1	Anti_CRISPR	acrif23	20947	21426	42817	0.4948151435177616
pa00126_25	KT968831	37881	37852	minus	100	30	0	0	32	37852	37881	KT968831_vcrx091_093_1	Anti_CRISPR	vcrx091_093	37738	39540	60918	0.6342788666732329
pa00126_25	KT887557	32013	31984	minus	100	30	0	0	32	31984	32013	KT887557_vcrx091_093_1	Anti_CRISPR	vcrx091_093	31873	33672	57217	0.5727755736931331
pa00126_25	MW748993	30144	30115	minus	100	30	0	0	32	30115	30144	MW748993_vcrx091_093_3	Anti_CRISPR	vcrx091_093	30004	32303	49153	0.6338066852481029
pa00131_9	PZ122515.1	5311	5280	minus	100	32	0	0	32	5280	5311	PZ122515.1_acrie3_2	Anti_CRISPR	acrie3	5240	5947	37399	0.1495628225353619
pa00131_9	PQ533655	5185	5154	minus	100	32	0	0	32	5154	5185	PQ533655_acrie3_2	Anti_CRISPR	acrie3	5114	5821	37891	0.14429547913752605
pa00131_9	JN811560	5191	5160	minus	100	32	0	0	32	5160	5191	JN811560_acrie3_2	Anti_CRISPR	acrie3	5120	5827	37810	0.14476329013488495
pa00131_9	KM389337	5191	5160	minus	100	32	0	0	32	5160	5191	KM389337_acrie3_1	Anti_CRISPR	acrie3	5120	5317	16937	0.30811241660270416
pa00131_9	JQ067085	5191	5160	minus	100	32	0	0	32	5160	5191	JQ067085_acrie3_2	Anti_CRISPR	acrie3	5120	5827	36063	0.15177605856417936
pa00131_9	MK144667	5191	5160	minus	100	32	0	0	32	5160	5191	MK144667_acrie3_2	Anti_CRISPR	acrie3	5120	5827	37699	0.1451895275736757
pa00131_9	MK511019	5191	5160	minus	100	32	0	0	32	5160	5191	MK511019_acrie3_2	Anti_CRISPR	acrie3	5120	5827	26141	0.2093837267128266
pa00131_9	MK511017	5191	5160	minus	100	32	0	0	32	5160	5191	MK511017_acrie3_2	Anti_CRISPR	acrie3	5120	5827	37652	0.14537076383724637
pa00131_9	MK511020	5191	5160	minus	100	32	0	0	32	5160	5191	MK511020_acrie3_2	Anti_CRISPR	acrie3	5120	5827	37672	0.14529358674877893
pa00131_9	MK511021	5191	5160	minus	100	32	0	0	32	5160	5191	MK511021_acrie3_2	Anti_CRISPR	acrie3	5120	5827	37599	0.14557568020426076
pa00131_9	MK511022	5191	5160	minus	100	32	0	0	32	5160	5191	MK511022_acrie3_2	Anti_CRISPR	acrie3	5120	5827	44214	0.12379563034333017
pa00131_9	MK511023	5191	5160	minus	100	32	0	0	32	5160	5191	MK511023_acrie3_2	Anti_CRISPR	acrie3	5120	5827	37587	0.14562215659669567
pa00131_9	MK511024	5191	5160	minus	100	32	0	0	32	5160	5191	MK511024_acrie3_2	Anti_CRISPR	acrie3	5120	5827	37606	0.1455485826729777
pa00131_9	MK511025	5191	5160	minus	100	32	0	0	32	5160	5191	MK511025_acrie3_2	Anti_CRISPR	acrie3	5120	5827	37704	0.1451702737110121
pa00131_9	MK511026	5191	5160	minus	100	32	0	0	32	5160	5191	MK511026_acrie3_2	Anti_CRISPR	acrie3	5120	5827	37587	0.14562215659669567
pa00131_9	MK511027	5191	5160	minus	100	32	0	0	32	5160	5191	MK511027_acrie3_2	Anti_CRISPR	acrie3	5120	5827	37624	0.14547894960663407
pa00131_9	MK511029	5191	5160	minus	100	32	0	0	32	5160	5191	MK511029_acrie3_2	Anti_CRISPR	acrie3	5120	5827	38386	0.14259104881988224
pa00131_9	MK511030	5191	5160	minus	100	32	0	0	32	5160	5191	MK511030_acrie3_2	Anti_CRISPR	acrie3	5120	5827	37585	0.14562990554742583
pa00131_9	MK511028	5191	5160	minus	100	32	0	0	32	5160	5191	MK511028_acrie3_2	Anti_CRISPR	acrie3	5120	5827	37585	0.14562990554742583
pa00131_9	MK511032	5191	5160	minus	100	32	0	0	32	5160	5191	MK511032_acrie3_2	Anti_CRISPR	acrie3	5120	5827	39583	0.13827905919207742
pa00131_9	MK511033	5191	5160	minus	100	32	0	0	32	5160	5191	MK511033_acrie3_2	Anti_CRISPR	acrie3	5120	5827	37685	0.14524346556985537
pa00131_9	MK511031	5191	5160	minus	100	32	0	0	32	5160	5191	MK511031_acrie3_2	Anti_CRISPR	acrie3	5120	5827	30984	0.17665569326103794
pa00131_9	MK511034	5191	5160	minus	100	32	0	0	32	5160	5191	MK511034_acrie3_2	Anti_CRISPR	acrie3	5120	5827	38185	0.143341626293047
pa00131_9	MK511035	5191	5160	minus	100	32	0	0	32	5160	5191	MK511035_acrie3_2	Anti_CRISPR	acrie3	5120	5827	37728	0.1450779262086514
pa00131_9	MK511037	5191	5160	minus	100	32	0	0	32	5160	5191	MK511037_acrie3_2	Anti_CRISPR	acrie3	5120	5827	27480	0.19918122270742358
pa00131_9	MK511038	5191	5160	minus	100	32	0	0	32	5160	5191	MK511038_acrie3_2	Anti_CRISPR	acrie3	5120	5827	38441	0.14238703467651725
pa00131_9	MW390886	5311	5280	minus	100	32	0	0	32	5280	5311	MW390886_acrie3_2	Anti_CRISPR	acrie3	5240	5947	37576	0.14885831381733022
pa00154_3	PX963123.1	2842	2873	plus	100	32	0	0	32	2842	2873	PX963123.1_acb1_2	Anti_CBASS	acb1	1287	3095	50081	0.04374912641520736
pa00165_22	HG798806	30596	30627	plus	100	32	0	0	32	30596	30627	HG798806_vcrx091_093_3	Anti_CRISPR	vcrx091_093	29461	31260	45549	0.666545917583262
pa00165_22	KT968831	38876	38907	plus	100	32	0	0	32	38876	38907	KT968831_vcrx091_093_1	Anti_CRISPR	vcrx091_093	37738	39540	60918	0.6342788666732329
pa00165_22	MW748993	31639	31670	plus	100	32	0	0	32	31639	31670	MW748993_vcrx091_093_3	Anti_CRISPR	vcrx091_093	30004	32303	49153	0.6338066852481029
pa00181_3	PX963123.1	2842	2873	plus	100	32	0	0	32	2842	2873	PX963123.1_acb1_2	Anti_CBASS	acb1	1287	3095	50081	0.04374912641520736
pa00183_14	PX963123.1	24601	24570	minus	100	32	0	0	32	24570	24601	PX963123.1_acrif23_3	Anti_CRISPR	acrif23	22983	25019	50081	0.4792436253269703
pa00183_14	OQ594956	21008	20977	minus	100	32	0	0	32	20977	21008	OQ594956_acrif23_1	Anti_CRISPR	acrif23	20947	21426	42817	0.4948151435177616
pa00185_9	PX963123.1	2873	2842	minus	100	32	0	0	32	2842	2873	PX963123.1_acb1_2	Anti_CBASS	acb1	1287	3095	50081	0.04374912641520736
pa00188_6	PX963123.1	24570	24601	plus	100	32	0	0	32	24570	24601	PX963123.1_acrif23_3	Anti_CRISPR	acrif23	22983	25019	50081	0.4792436253269703
pa00188_6	OQ594956	20977	21008	plus	100	32	0	0	32	20977	21008	OQ594956_acrif23_1	Anti_CRISPR	acrif23	20947	21426	42817	0.4948151435177616
pa00204_6	PX963123.1	2873	2842	minus	100	32	0	0	32	2842	2873	PX963123.1_acb1_2	Anti_CBASS	acb1	1287	3095	50081	0.04374912641520736
pa00206_5	PX963123.1	2873	2842	minus	100	32	0	0	32	2842	2873	PX963123.1_acb1_2	Anti_CBASS	acb1	1287	3095	50081	0.04374912641520736
pa00209_25	PX963123.1	2873	2842	minus	100	32	0	0	32	2842	2873	PX963123.1_acb1_2	Anti_CBASS	acb1	1287	3095	50081	0.04374912641520736
pa00210_4	PX963123.1	2842	2873	plus	100	32	0	0	32	2842	2873	PX963123.1_acb1_2	Anti_CBASS	acb1	1287	3095	50081	0.04374912641520736
pa00212_28	PX963123.1	2873	2842	minus	100	32	0	0	32	2842	2873	PX963123.1_acb1_2	Anti_CBASS	acb1	1287	3095	50081	0.04374912641520736
pa00215_9	PX963123.1	23496	23527	plus	100	32	0	0	32	23496	23527	PX963123.1_acrif23_3	Anti_CRISPR	acrif23	22983	25019	50081	0.4792436253269703
pa00215_9	PX963123.1	23496	23527	plus	100	32	0	0	32	23496	23527	PX963123.1_acrif24_4	Anti_CRISPR	acrif24	22983	24540	50081	0.4744613725764262
pa00246_15	PX963123.1	24601	24570	minus	100	32	0	0	32	24570	24601	PX963123.1_acrif23_3	Anti_CRISPR	acrif23	22983	25019	50081	0.4792436253269703
pa00246_15	OQ594956	21008	20977	minus	100	32	0	0	32	20977	21008	OQ594956_acrif23_1	Anti_CRISPR	acrif23	20947	21426	42817	0.4948151435177616
pa00248_4	PQ533661	5925	5897	minus	100	29	0	0	32	5897	5925	PQ533661_acrie2_2	Anti_CRISPR	acrie2	5232	6183	36763	0.15525120365584963
pa00248_4	PQ533661	5925	5897	minus	100	29	0	0	32	5897	5925	PQ533661_acrif3_3	Anti_CRISPR	acrif3	5543	6183	36763	0.1594809999183962
pa00248_4	JX434033	5925	5897	minus	100	29	0	0	32	5897	5925	JX434033_acrie2_2	Anti_CRISPR	acrie2	5232	6183	36427	0.15668322947264393
pa00248_4	JX434033	5925	5897	minus	100	29	0	0	32	5897	5925	JX434033_acrif3_3	Anti_CRISPR	acrif3	5543	6183	36427	0.16095204106843825
pa00248_4	KU199707	5925	5897	minus	100	29	0	0	32	5897	5925	KU199707_acrie2_2	Anti_CRISPR	acrie2	5232	6183	36434	0.15665312620080146
pa00248_4	KU199707	5925	5897	minus	100	29	0	0	32	5897	5925	KU199707_acrif3_3	Anti_CRISPR	acrif3	5543	6183	36434	0.16092111763737169
pa00248_4	DQ873690	5925	5897	minus	100	29	0	0	32	5897	5925	DQ873690_acrie2_2	Anti_CRISPR	acrie2	5232	6183	36407	0.15676930260664157
pa00248_4	DQ873690	5925	5897	minus	100	29	0	0	32	5897	5925	DQ873690_acrif3_3	Anti_CRISPR	acrif3	5543	6183	36407	0.1610404592523416
pa00248_4	JN808773	5925	5897	minus	100	29	0	0	32	5897	5925	JN808773_acrie2_2	Anti_CRISPR	acrie2	5232	6183	37372	0.15272128866531093
pa00248_4	JN808773	5925	5897	minus	100	29	0	0	32	5897	5925	JN808773_acrif3_3	Anti_CRISPR	acrif3	5543	6183	37372	0.15688215776517178
pa00248_4	PQ571159	5489	5461	minus	100	29	0	0	32	5461	5489	PQ571159_acrif3_2	Anti_CRISPR	acrif3	5107	5747	37832	0.14344998942694015
pa00248_4	PV425003	5801	5773	minus	100	29	0	0	32	5773	5801	PV425003_acrie2_2	Anti_CRISPR	acrie2	5108	6059	67335	0.08292121482141532
pa00248_4	PV425003	5801	5773	minus	100	29	0	0	32	5773	5801	PV425003_acrif3_3	Anti_CRISPR	acrif3	5419	6059	67335	0.0852305635999109
pa00259_9	PX963123.1	2873	2842	minus	100	32	0	0	32	2842	2873	PX963123.1_acb1_2	Anti_CBASS	acb1	1287	3095	50081	0.04374912641520736
pa00262_9	PX963123.1	2873	2842	minus	100	32	0	0	32	2842	2873	PX963123.1_acb1_2	Anti_CBASS	acb1	1287	3095	50081	0.04374912641520736
pa00279_5	PX963123.1	2842	2873	plus	100	32	0	0	32	2842	2873	PX963123.1_acb1_2	Anti_CBASS	acb1	1287	3095	50081	0.04374912641520736
pa00281_6	PX963123.1	2842	2873	plus	100	32	0	0	32	2842	2873	PX963123.1_acb1_2	Anti_CBASS	acb1	1287	3095	50081	0.04374912641520736
pa00313_6	PX963123.1	2873	2842	minus	100	32	0	0	32	2842	2873	PX963123.1_acb1_2	Anti_CBASS	acb1	1287	3095	50081	0.04374912641520736
pa00316_8	PX963123.1	2873	2842	minus	100	32	0	0	32	2842	2873	PX963123.1_acb1_2	Anti_CBASS	acb1	1287	3095	50081	0.04374912641520736
pa00376_44	PX963123.1	23473	23503	plus	100	31	0	0	32	23473	23503	PX963123.1_acrif23_3	Anti_CRISPR	acrif23	22983	25019	50081	0.4792436253269703
pa00376_44	PX963123.1	23473	23503	plus	100	31	0	0	32	23473	23503	PX963123.1_acrif24_4	Anti_CRISPR	acrif24	22983	24540	50081	0.4744613725764262
pa00396_10	PX963123.1	2873	2842	minus	100	32	0	0	32	2842	2873	PX963123.1_acb1_2	Anti_CBASS	acb1	1287	3095	50081	0.04374912641520736
pa00416_3	PX963123.1	2842	2873	plus	100	32	0	0	32	2842	2873	PX963123.1_acb1_2	Anti_CBASS	acb1	1287	3095	50081	0.04374912641520736
pa00422_4	PX963123.1	2842	2873	plus	100	32	0	0	32	2842	2873	PX963123.1_acb1_2	Anti_CBASS	acb1	1287	3095	50081	0.04374912641520736
pa00428_26	HG798806	30569	30600	plus	100	32	0	0	32	30569	30600	HG798806_vcrx091_093_3	Anti_CRISPR	vcrx091_093	29461	31260	45549	0.666545917583262
pa00428_26	KT968831	38849	38880	plus	100	32	0	0	32	38849	38880	KT968831_vcrx091_093_1	Anti_CRISPR	vcrx091_093	37738	39540	60918	0.6342788666732329
pa00428_26	MW748993	31612	31643	plus	100	32	0	0	32	31612	31643	MW748993_vcrx091_093_3	Anti_CRISPR	vcrx091_093	30004	32303	49153	0.6338066852481029
pa00463_54	HG798806	30600	30569	minus	100	32	0	0	32	30569	30600	HG798806_vcrx091_093_3	Anti_CRISPR	vcrx091_093	29461	31260	45549	0.666545917583262
pa00463_54	KT968831	38880	38849	minus	100	32	0	0	32	38849	38880	KT968831_vcrx091_093_1	Anti_CRISPR	vcrx091_093	37738	39540	60918	0.6342788666732329
pa00463_54	MW748993	31643	31612	minus	100	32	0	0	32	31612	31643	MW748993_vcrx091_093_3	Anti_CRISPR	vcrx091_093	30004	32303	49153	0.6338066852481029
pa00465_6	PX963123.1	23496	23527	plus	100	32	0	0	32	23496	23527	PX963123.1_acrif23_3	Anti_CRISPR	acrif23	22983	25019	50081	0.4792436253269703
pa00465_6	PX963123.1	23496	23527	plus	100	32	0	0	32	23496	23527	PX963123.1_acrif24_4	Anti_CRISPR	acrif24	22983	24540	50081	0.4744613725764262
pa00474_33	HG798806	30627	30596	minus	100	32	0	0	32	30596	30627	HG798806_vcrx091_093_3	Anti_CRISPR	vcrx091_093	29461	31260	45549	0.666545917583262
pa00474_33	KT968831	38907	38876	minus	100	32	0	0	32	38876	38907	KT968831_vcrx091_093_1	Anti_CRISPR	vcrx091_093	37738	39540	60918	0.6342788666732329
pa00474_33	MW748993	31670	31639	minus	100	32	0	0	32	31639	31670	MW748993_vcrx091_093_3	Anti_CRISPR	vcrx091_093	30004	32303	49153	0.6338066852481029
pa00491_34	HG798806	30627	30596	minus	100	32	0	0	32	30596	30627	HG798806_vcrx091_093_3	Anti_CRISPR	vcrx091_093	29461	31260	45549	0.666545917583262
pa00491_34	KT968831	38907	38876	minus	100	32	0	0	32	38876	38907	KT968831_vcrx091_093_1	Anti_CRISPR	vcrx091_093	37738	39540	60918	0.6342788666732329
pa00491_34	MW748993	31670	31639	minus	100	32	0	0	32	31639	31670	MW748993_vcrx091_093_3	Anti_CRISPR	vcrx091_093	30004	32303	49153	0.6338066852481029
pa00503_4	PX963123.1	2842	2873	plus	100	32	0	0	32	2842	2873	PX963123.1_acb1_2	Anti_CBASS	acb1	1287	3095	50081	0.04374912641520736
pa00510_6	PX963123.1	24570	24601	plus	100	32	0	0	32	24570	24601	PX963123.1_acrif23_3	Anti_CRISPR	acrif23	22983	25019	50081	0.4792436253269703
pa00510_6	OQ594956	20977	21008	plus	100	32	0	0	32	20977	21008	OQ594956_acrif23_1	Anti_CRISPR	acrif23	20947	21426	42817	0.4948151435177616
pa00515_14	PX963123.1	24601	24570	minus	100	32	0	0	32	24570	24601	PX963123.1_acrif23_3	Anti_CRISPR	acrif23	22983	25019	50081	0.4792436253269703
pa00515_14	OQ594956	21008	20977	minus	100	32	0	0	32	20977	21008	OQ594956_acrif23_1	Anti_CRISPR	acrif23	20947	21426	42817	0.4948151435177616
pa00536_22	PZ122515.1	5920	5889	minus	100	32	0	0	32	5889	5920	PZ122515.1_acrie3_2	Anti_CRISPR	acrie3	5240	5947	37399	0.1495628225353619
pa00536_22	PZ122515.1	5920	5889	minus	100	32	0	0	32	5889	5920	PZ122515.1_acrif4_3	Anti_CRISPR	acrif4	5434	5947	37399	0.15215647477205274
pa00536_22	PX283088.1	5175	5144	minus	100	32	0	0	32	5144	5175	PX283088.1_acrie3_2	Anti_CRISPR	acrie3	4495	5202	22786	0.2127841657157904
pa00536_22	PX283088.1	5175	5144	minus	100	32	0	0	32	5144	5175	PX283088.1_acrif4_3	Anti_CRISPR	acrif4	4689	5202	22786	0.2170411656280172
pa00536_22	PV759139.1	5878	5847	minus	100	32	0	0	32	5847	5878	PV759139.1_acrif2_c2_2	Anti_CRISPR	acrif2_c2	5240	5905	21532	0.2588008545420769
pa00536_22	PQ415073	5878	5847	minus	100	32	0	0	32	5847	5878	PQ415073_acrif2_c2_2	Anti_CRISPR	acrif2_c2	5240	5905	37570	0.14832313015704018
pa00536_22	PQ758392	5527	5496	minus	100	32	0	0	32	5496	5527	PQ758392_acrif1_2	Anti_CRISPR	acrif1	5107	5554	36906	0.14443450929388174
pa00536_22	PQ466444	5527	5496	minus	100	32	0	0	32	5496	5527	PQ466444_acrif1_2	Anti_CRISPR	acrif1	5107	5554	36570	0.14576155318567133
pa00536_22	PQ466445	5527	5496	minus	100	32	0	0	32	5496	5527	PQ466445_acrif1_2	Anti_CRISPR	acrif1	5107	5554	37632	0.14164806547619047
pa00536_22	PQ533653	6247	6216	minus	100	32	0	0	32	6216	6247	PQ533653_acrif3_2	Anti_CRISPR	acrif3	5401	6274	37249	0.15671561652661817
pa00536_22	PQ533653	6247	6216	minus	100	32	0	0	32	6216	6247	PQ533653_acrif5_3	Anti_CRISPR	acrif5	5817	6274	37249	0.1622996590512497
pa00536_22	PQ533654	5527	5496	minus	100	32	0	0	32	5496	5527	PQ533654_acrif1_2	Anti_CRISPR	acrif1	5107	5554	37349	0.14272135800155292
pa00536_22	PQ533655	5794	5763	minus	100	32	0	0	32	5763	5794	PQ533655_acrie3_2	Anti_CRISPR	acrie3	5114	5821	37891	0.14429547913752605
pa00536_22	PQ533655	5794	5763	minus	100	32	0	0	32	5763	5794	PQ533655_acrif4_3	Anti_CRISPR	acrif4	5308	5821	37891	0.14685545380169435
pa00536_22	PQ533657	6036	6005	minus	100	32	0	0	32	6005	6036	PQ533657_acrie2_2	Anti_CRISPR	acrie2	5115	6063	37963	0.14722229539288254
pa00536_22	PQ533657	6036	6005	minus	100	32	0	0	32	6005	6036	PQ533657_acrif3_3	Anti_CRISPR	acrif3	5426	6063	37963	0.1513183889576693
pa00536_22	PQ533656	6247	6216	minus	100	32	0	0	32	6216	6247	PQ533656_acrif3_2	Anti_CRISPR	acrif3	5401	6274	37781	0.15450888012493053
pa00536_22	PQ533656	6247	6216	minus	100	32	0	0	32	6216	6247	PQ533656_acrif5_3	Anti_CRISPR	acrif5	5817	6274	37781	0.16001429289854688
pa00536_22	PQ533658	5787	5756	minus	100	32	0	0	32	5756	5787	PQ533658_acrie3_2	Anti_CRISPR	acrie3	5107	5814	80550	0.06779019242706394
pa00536_22	PQ533658	5787	5756	minus	100	32	0	0	32	5756	5787	PQ533658_acrif4_3	Anti_CRISPR	acrif4	5301	5814	80550	0.06899441340782123
pa00536_22	PQ533659	23915	23884	minus	100	32	0	0	32	23884	23915	PQ533659_acrie2_2	Anti_CRISPR	acrie2	22994	23942	78827	0.2977152498509394
pa00536_22	PQ533659	23915	23884	minus	100	32	0	0	32	23884	23915	PQ533659_acrif3_3	Anti_CRISPR	acrif3	23305	23942	78827	0.2996879241884126
pa00536_22	PQ533661	6156	6125	minus	100	32	0	0	32	6125	6156	PQ533661_acrie2_2	Anti_CRISPR	acrie2	5232	6183	36763	0.15525120365584963
pa00536_22	PQ533661	6156	6125	minus	100	32	0	0	32	6125	6156	PQ533661_acrif3_3	Anti_CRISPR	acrif3	5543	6183	36763	0.1594809999183962
pa00536_22	PQ533660	5878	5847	minus	100	32	0	0	32	5847	5878	PQ533660_acrif2_c2_2	Anti_CRISPR	acrif2_c2	5240	5905	38097	0.14627135994960233
pa00536_22	PQ533662	5844	5813	minus	100	32	0	0	32	5813	5844	PQ533662_acrif3_2	Anti_CRISPR	acrif3	5231	5871	79299	0.07000088273496513
pa00536_22	PQ533663	6247	6216	minus	100	32	0	0	32	6216	6247	PQ533663_acrif3_2	Anti_CRISPR	acrif3	5401	6274	37435	0.1559369573928142
pa00536_22	PQ533663	6247	6216	minus	100	32	0	0	32	6216	6247	PQ533663_acrif5_3	Anti_CRISPR	acrif5	5817	6274	37435	0.1614932549752905
pa00536_22	PQ533665	6247	6216	minus	100	32	0	0	32	6216	6247	PQ533665_acrif3_2	Anti_CRISPR	acrif3	5401	6274	37849	0.15423128748447779
pa00536_22	PQ533665	6247	6216	minus	100	32	0	0	32	6216	6247	PQ533665_acrif5_3	Anti_CRISPR	acrif5	5817	6274	37849	0.15972680916272558
pa00536_22	PQ533666	5507	5476	minus	100	32	0	0	32	5476	5507	PQ533666_acrif7_2	Anti_CRISPR	acrif7	5120	5534	37006	0.14394962978976383
pa00536_22	PQ533670	6247	6216	minus	100	32	0	0	32	6216	6247	PQ533670_acrif3_2	Anti_CRISPR	acrif3	5401	6274	37215	0.15685879349724574
pa00536_22	PQ533670	6247	6216	minus	100	32	0	0	32	6216	6247	PQ533670_acrif5_3	Anti_CRISPR	acrif5	5817	6274	37215	0.16244793765954588
pa00536_22	PQ449026	6083	6052	minus	100	32	0	0	32	6052	6083	PQ449026_acrif3_2	Anti_CRISPR	acrif3	5240	6110	38006	0.14931852865337053
pa00536_22	PQ449026	6083	6052	minus	100	32	0	0	32	6052	6083	PQ449026_acrif5_3	Anti_CRISPR	acrif5	5653	6110	38006	0.15475188128190287
pa00536_22	HE584812	5507	5476	minus	100	32	0	0	32	5476	5507	HE584812_acrif7_2	Anti_CRISPR	acrif7	5120	5534	36307	0.14672101798551243
pa00536_22	JQ762257	5527	5496	minus	100	32	0	0	32	5496	5527	JQ762257_acrif1_2	Anti_CRISPR	acrif1	5107	5554	36816	0.14478759235115168
pa00536_22	JX434030	6411	6380	minus	100	32	0	0	32	6380	6411	JX434030_acrie1_2	Anti_CRISPR	acrie1	5240	6438	37738	0.1547246806932005
pa00536_22	JX434030	6411	6380	minus	100	32	0	0	32	6380	6411	JX434030_acrif3_3	Anti_CRISPR	acrif3	5565	6438	37738	0.1590306852509407
pa00536_22	JX434030	6411	6380	minus	100	32	0	0	32	6380	6411	JX434030_acrif5_4	Anti_CRISPR	acrif5	5981	6438	37738	0.16454237108484818
pa00536_22	JX434031	5787	5756	minus	100	32	0	0	32	5756	5787	JX434031_acrie3_2	Anti_CRISPR	acrie3	5107	5814	37065	0.1473222716848779
pa00536_22	JX434031	5787	5756	minus	100	32	0	0	32	5756	5787	JX434031_acrif4_3	Anti_CRISPR	acrif4	5301	5814	37065	0.1499392958316471
pa00536_22	JX434033	6156	6125	minus	100	32	0	0	32	6125	6156	JX434033_acrie2_2	Anti_CRISPR	acrie2	5232	6183	36427	0.15668322947264393
pa00536_22	JX434033	6156	6125	minus	100	32	0	0	32	6125	6156	JX434033_acrif3_3	Anti_CRISPR	acrif3	5543	6183	36427	0.16095204106843825
pa00536_22	JX434032	5527	5496	minus	100	32	0	0	32	5496	5527	JX434032_acrif1_2	Anti_CRISPR	acrif1	5107	5554	36916	0.14439538411528877
pa00536_22	JN811560	5800	5769	minus	100	32	0	0	32	5769	5800	JN811560_acrie3_2	Anti_CRISPR	acrie3	5120	5827	37810	0.14476329013488495
pa00536_22	JN811560	5800	5769	minus	100	32	0	0	32	5769	5800	JN811560_acrif4_3	Anti_CRISPR	acrif4	5314	5827	37810	0.1473287490081989
pa00536_22	KJ477077	5878	5847	minus	100	32	0	0	32	5847	5878	KJ477077_acrif2_c2_2	Anti_CRISPR	acrif2_c2	5240	5905	37378	0.14908502327572368
pa00536_22	KF475786	6247	6216	minus	100	32	0	0	32	6216	6247	KF475786_acrif3_2	Anti_CRISPR	acrif3	5401	6274	36836	0.15847268976001738
pa00536_22	KF475786	6247	6216	minus	100	32	0	0	32	6216	6247	KF475786_acrif5_3	Anti_CRISPR	acrif5	5817	6274	36836	0.1641193397763058
pa00536_22	KM389278	5717	5686	minus	100	32	0	0	32	5686	5717	KM389278_acrif2_c2_2	Anti_CRISPR	acrif2_c2	5240	5744	27222	0.20174858570274043
pa00536_22	KM389326	5758	5727	minus	100	32	0	0	32	5727	5758	KM389326_acrif2_c2_2	Anti_CRISPR	acrif2_c2	5120	5785	37039	0.14720969788601204
pa00536_22	KM389336	13810	13779	minus	100	32	0	0	32	13779	13810	KM389336_Aca_alone_1	Anti_CRISPR	Aca_alone	13586	13837	18117	0.7568306010928961
pa00536_22	KM389459	6247	6216	minus	100	32	0	0	32	6216	6247	KM389459_acrif3_2	Anti_CRISPR	acrif3	5401	6274	37412	0.15603282369293275
pa00536_22	KM389459	6247	6216	minus	100	32	0	0	32	6216	6247	KM389459_acrif5_3	Anti_CRISPR	acrif5	5817	6274	37412	0.16159253715385438
pa00536_22	KM389460	5878	5847	minus	100	32	0	0	32	5847	5878	KM389460_acrif2_c2_2	Anti_CRISPR	acrif2_c2	5240	5905	37412	0.14894953490858548
pa00536_22	KM389461	6247	6216	minus	100	32	0	0	32	6216	6247	KM389461_acrif3_2	Anti_CRISPR	acrif3	5401	6274	37396	0.1560995828430848
pa00536_22	KM389461	6247	6216	minus	100	32	0	0	32	6216	6247	KM389461_acrif5_3	Anti_CRISPR	acrif5	5817	6274	37396	0.16166167504545942
pa00536_22	KM389462	6247	6216	minus	100	32	0	0	32	6216	6247	KM389462_acrif3_2	Anti_CRISPR	acrif3	5401	6274	37171	0.15704447015146217
