qseqid	sseqid	sstart	send	sstrand	pident	length	mismatch	gapopen	qlen	hit_min	hit_max	sys_id	type	subtype	sys_nt_begin	sys_nt_end	genome_length	norm_mid
pa00248_4	CP096911.1	12391	12362	minus	100	30	0	0	32	12362	12391	GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_acrie1_2	Anti_CRISPR	acrie1	11675	12874	58791	0.2087819564219013
pa00248_4	CP096911.1	12391	12362	minus	100	30	0	0	32	12362	12391	GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_acrif3_3	Anti_CRISPR	acrif3	12000	12874	58791	0.21154598492966611
pa00248_4	CP089066.2	12399	12370	minus	100	30	0	0	32	12370	12399	GCA_021166335.2_ASM2116633v2_genomic_all_plasmids.part_CP089066.2_acrif3_2	Anti_CRISPR	acrif3	12020	12882	47493	0.2621649506243025
pa00248_4	CP077996.1	7571	7542	minus	100	30	0	0	32	7542	7571	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_acrie1_2	Anti_CRISPR	acrie1	6855	8054	52982	0.14069872786984258
pa00248_4	CP077996.1	7571	7542	minus	100	30	0	0	32	7542	7571	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_acrif3_3	Anti_CRISPR	acrif3	7180	8054	52982	0.14376580725529425
pa00248_4	CP077989.1	7571	7542	minus	100	30	0	0	32	7542	7571	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_acrie1_2	Anti_CRISPR	acrie1	6855	8054	53490	0.1393624976631146
pa00248_4	CP077989.1	7571	7542	minus	100	30	0	0	32	7542	7571	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_acrif3_3	Anti_CRISPR	acrif3	7180	8054	53490	0.14240044868199664
pa00248_4	CP077979.1	6558	6529	minus	100	30	0	0	32	6529	6558	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_acrie1_2	Anti_CRISPR	acrie1	5851	7041	49797	0.12944554892865032
pa00248_4	CP077979.1	6558	6529	minus	100	30	0	0	32	6529	6558	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_acrif3_3	Anti_CRISPR	acrif3	6176	7041	49797	0.1327087977187381
pa00248_4	CP077973.1	7556	7527	minus	100	30	0	0	32	7527	7556	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_acrie1_2	Anti_CRISPR	acrie1	6840	8039	53592	0.13881736080011942
pa00248_4	CP077973.1	7556	7527	minus	100	30	0	0	32	7527	7556	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_acrif3_3	Anti_CRISPR	acrif3	7165	8039	53592	0.14184952978056425
pa00248_4	CP065414.1	7593	7564	minus	100	30	0	0	32	7564	7593	GCA_015832055.1_ASM1583205v1_genomic_all_plasmids.part_CP065414.1_acrie1_2	Anti_CRISPR	acrie1	6877	8076	48110	0.1554042818540844
pa00248_4	CP065414.1	7593	7564	minus	100	30	0	0	32	7564	7593	GCA_015832055.1_ASM1583205v1_genomic_all_plasmids.part_CP065414.1_acrif3_3	Anti_CRISPR	acrif3	7202	8076	48110	0.15878195801288714
pa00248_4	CP049162.1	5548	5519	minus	100	30	0	0	32	5519	5548	GCA_011045375.1_ASM1104537v1_genomic_all_plasmids.part_CP049162.1_acrie1_2	Anti_CRISPR	acrie1	4841	6031	50128	0.10844238748803064
pa00248_4	CP049162.1	5548	5519	minus	100	30	0	0	32	5519	5548	GCA_011045375.1_ASM1104537v1_genomic_all_plasmids.part_CP049162.1_acrif3_3	Anti_CRISPR	acrif3	5166	6031	50128	0.11168408873284393
pa00297_4	CP195765.1	11514	11548	plus	100	35	0	0	35	11514	11548	GCA_051416385.1_ASM5141638v1_genomic_all_plasmids.part_CP195765.1_ardk_5	Anti_RM	ardk	11372	11680	52449	0.2197563347251616
pa00297_4	CP195327.1	10196	10230	plus	100	35	0	0	35	10196	10230	GCA_051257825.1_ASM5125782v1_genomic_all_plasmids.part_CP195327.1_ardk_5	Anti_RM	ardk	9943	10362	48382	0.20984043652598075
pa00297_4	CP173123.1	9031	9065	plus	100	35	0	0	35	9031	9065	GCA_051015885.1_ASM5101588v1_genomic_all_plasmids.part_CP173123.1_ardk_4	Anti_RM	ardk	8778	9197	47115	0.1907566592380346
pa00297_4	CP173120.1	7658	7692	plus	100	35	0	0	35	7658	7692	GCA_051015865.1_ASM5101586v1_genomic_all_plasmids.part_CP173120.1_ardk_1	Anti_RM	ardk	7405	7821	48356	0.15743651253205393
pa00297_4	CP181564.1	7615	7649	plus	100	35	0	0	35	7615	7649	GCA_050201305.1_ASM5020130v1_genomic_all_plasmids.part_CP181564.1_ardk_1	Anti_RM	ardk	7362	7781	46729	0.16203000278199833
pa00297_4	CP158573.1	6380	6414	plus	100	35	0	0	35	6380	6414	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1_ardk_5	Anti_RM	ardk	6238	6546	48972	0.13052356448582864
pa00297_4	CP151649.1	11221	11255	plus	100	35	0	0	35	11221	11255	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_ardk_5	Anti_RM	ardk	10968	11387	53629	0.20842268175800407
pa00297_4	CP115229.1	7264	7298	plus	100	35	0	0	35	7264	7298	GCA_036232665.1_ASM3623266v1_genomic_all_plasmids.part_CP115229.1_ardk_2	Anti_RM	ardk	7011	7427	46738	0.15445675895417005
pa00297_4	CP115194.1	6425	6459	plus	100	35	0	0	35	6425	6459	GCA_036232105.1_ASM3623210v1_genomic_all_plasmids.part_CP115194.1_ardk_2	Anti_RM	ardk	6172	6588	51158	0.12471167754798858
pa00297_4	CP133096.1	14218	14252	plus	100	35	0	0	35	14218	14252	GCA_030908425.1_ASM3090842v1_genomic_all_plasmids.part_CP133096.1_ardk_2	Anti_RM	ardk	14076	14384	53917	0.2639241797577758
pa00297_4	CP096952.1	16816	16850	plus	100	35	0	0	35	16816	16850	GCA_030122035.1_ASM3012203v1_genomic_all_plasmids.part_CP096952.1_ardk_2	Anti_RM	ardk	16674	16982	56515	0.2977616561974697
pa00297_4	CP123954.1	11490	11524	plus	100	35	0	0	35	11490	11524	GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1_ardk_5	Anti_RM	ardk	11237	11656	54119	0.2115061253903435
pa00297_4	CP096911.1	16310	16344	plus	100	35	0	0	35	16310	16344	GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_ardk_5	Anti_RM	ardk	16057	16476	58791	0.27668350597880625
pa00297_4	CP090651.1	9198	9232	plus	100	35	0	0	35	9198	9232	GCA_023066865.1_ASM2306686v1_genomic_all_plasmids.part_CP090651.1_ardk_4	Anti_RM	ardk	8945	9364	47541	0.19256010601375656
pa00297_4	CP089237.1	7128	7162	plus	100	35	0	0	35	7128	7162	GCA_021184245.1_ASM2118424v1_genomic_all_plasmids.part_CP089237.1_ardk_2	Anti_RM	ardk	6986	7294	46774	0.15264890751272076
pa00297_4	CP078000.1	56591	56557	minus	100	35	0	0	35	56557	56591	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1_ardk_7	Anti_RM	ardk	56425	56733	106677	0.530376744752852
pa00297_4	CP078000.1	104486	104452	minus	97.143	35	1	0	35	104452	104486	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1_ardk_8	Anti_RM	ardk	104338	104745	106677	0.9799816267799057
pa00297_4	CP077996.1	11490	11524	plus	100	35	0	0	35	11490	11524	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_ardk_5	Anti_RM	ardk	11348	11656	52982	0.21709259748593862
pa00297_4	CP077989.1	11490	11524	plus	100	35	0	0	35	11490	11524	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_ardk_5	Anti_RM	ardk	11237	11656	53490	0.21399326977005048
pa00297_4	CP077979.1	12116	12150	plus	100	35	0	0	35	12116	12150	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_ardk_5	Anti_RM	ardk	11863	12282	49797	0.24243428318975038
pa00297_4	CP077973.1	11475	11509	plus	100	35	0	0	35	11475	11509	GCA_019857405.1_ASM1985740v1_genomic_all_plasmids.part_CP077973.1_ardk_5	Anti_RM	ardk	11222	11641	53592	0.21330609046126286
pa00297_4	CP081347.1	7442	7476	plus	100	35	0	0	35	7442	7476	GCA_019720855.1_ASM1972085v1_genomic_all_plasmids.part_CP081347.1_ardk_1	Anti_RM	ardk	7189	7608	53858	0.1373704927773033
pa00297_4	CP065414.1	11512	11546	plus	100	35	0	0	35	11512	11546	GCA_015832055.1_ASM1583205v1_genomic_all_plasmids.part_CP065414.1_ardk_6	Anti_RM	ardk	11370	11678	48110	0.2395344003325712
pa00297_4	CP049162.1	11325	11359	plus	100	35	0	0	35	11325	11359	GCA_011045375.1_ASM1104537v1_genomic_all_plasmids.part_CP049162.1_ardk_5	Anti_RM	ardk	11072	11491	50128	0.22505386211299075
pa00297_4	CP171940.1	7703	7737	plus	97.143	35	1	0	35	7703	7737	GCA_053372515.1_ASM5337251v1_genomic_all_plasmids.part_CP171940.1_ardk_5	Anti_RM	ardk	7561	7851	49638	0.15524396631612877
pa00297_4	CP171936.1	6464	6498	plus	97.143	35	1	0	35	6464	6498	GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1_ardk_5	Anti_RM	ardk	6322	6612	48394	0.1336322684630326
pa00297_4	CP171932.1	6465	6499	plus	97.143	35	1	0	35	6465	6499	GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1_ardk_5	Anti_RM	ardk	6323	6613	48400	0.13363636363636364
pa00297_4	CP171929.1	6369	6403	plus	97.143	35	1	0	35	6369	6403	GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1_ardk_5	Anti_RM	ardk	6227	6517	47262	0.13482290212009648
pa00297_4	CP171924.1	6465	6499	plus	97.143	35	1	0	35	6465	6499	GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1_ardk_5	Anti_RM	ardk	6323	6613	48264	0.13401292889109895
pa00297_4	CP171912.1	6465	6499	plus	97.143	35	1	0	35	6465	6499	GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1_ardk_5	Anti_RM	ardk	6323	6613	48426	0.13356461405030357
pa00297_4	CP137519.1	7019	7053	plus	97.143	35	1	0	35	7019	7053	GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1_ardk_5	Anti_RM	ardk	6877	7167	50444	0.13920386963761797
pa00297_4	CP174534.1	5524	5558	plus	97.143	35	1	0	35	5524	5558	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_ardk_9	Anti_RM	ardk	5382	5672	64794	0.08530110812729574
pa00297_4	CP174534.1	19512	19546	plus	97.143	35	1	0	35	19512	19546	GCA_052974785.1_ASM5297478v1_genomic_all_plasmids.part_CP174534.1_ardk_10	Anti_RM	ardk	19370	19660	64794	0.3011852949347162
pa00297_4	CP195764.1	48847	48881	plus	97.143	35	1	0	35	48847	48881	GCA_051416385.1_ASM5141638v1_genomic_all_plasmids.part_CP195764.1_ardk_5	Anti_RM	ardk	48705	48995	94956	0.5144487973377143
pa00297_4	CP173138.1	16567	16601	plus	97.143	35	1	0	35	16567	16601	GCA_051016005.1_ASM5101600v1_genomic_all_plasmids.part_CP173138.1_ardk_5	Anti_RM	ardk	16425	16715	59138	0.2801920930704454
pa00297_4	CP187227.1	5213	5247	plus	97.143	35	1	0	35	5213	5247	GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1_ardk_5	Anti_RM	ardk	5071	5361	47863	0.10897770720598375
pa00297_4	CP181745.1	6444	6478	plus	97.143	35	1	0	35	6444	6478	GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1_ardk_5	Anti_RM	ardk	6302	6592	46439	0.1388272787958397
pa00297_4	CP181743.1	5629	5663	plus	97.143	35	1	0	35	5629	5663	GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1_ardk_5	Anti_RM	ardk	5487	5777	48173	0.11691196313287526
pa00297_4	CP181956.1	6549	6583	plus	97.143	35	1	0	35	6549	6583	GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1_ardk_5	Anti_RM	ardk	6407	6697	49121	0.13338490665906638
pa00297_4	CP125730.1	5419	5453	plus	97.143	35	1	0	35	5419	5453	GCA_046529415.1_ASM4652941v1_genomic_all_plasmids.part_CP125730.1_ardk_4	Anti_RM	ardk	5277	5567	48189	0.11251530432256324
pa00297_4	CP166914.1	5317	5351	plus	97.143	35	1	0	35	5317	5351	GCA_041378935.1_ASM4137893v1_genomic_all_plasmids.part_CP166914.1_ardk_1	Anti_RM	ardk	5175	5465	46065	0.11548898295886248
pa00297_4	CP158572.1	49159	49193	plus	97.143	35	1	0	35	49159	49193	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1_ardk_5	Anti_RM	ardk	49017	49307	95281	0.5159685561654475
pa00297_4	CP150884.1	17993	18027	plus	97.143	35	1	0	35	17993	18027	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_ardk_4	Anti_RM	ardk	17851	18141	59272	0.3036172222972061
pa00297_4	CP131789.1	6370	6404	plus	97.143	35	1	0	35	6370	6404	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_ardk_5	Anti_RM	ardk	6228	6518	47264	0.1348383547731889
pa00297_4	CP115290.1	5906	5940	plus	97.143	35	1	0	35	5906	5940	GCA_036234315.1_ASM3623431v1_genomic_all_plasmids.part_CP115290.1_ardk_1	Anti_RM	ardk	5764	6054	46512	0.1270424836601307
pa00297_4	CP137523.1	5697	5731	plus	97.143	35	1	0	35	5697	5731	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_ardk_5	Anti_RM	ardk	5555	5845	49264	0.11570315037349789
pa00297_4	CP137511.1	5881	5915	plus	97.143	35	1	0	35	5881	5915	GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1_ardk_5	Anti_RM	ardk	5739	6029	50150	0.11732801595214357
pa00297_4	CP137506.1	6843	6877	plus	97.143	35	1	0	35	6843	6877	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_ardk_9	Anti_RM	ardk	6701	6991	98255	0.06967584346852577
pa00297_4	CP137506.1	56101	56135	plus	97.143	35	1	0	35	56101	56135	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_ardk_10	Anti_RM	ardk	55959	56249	98255	0.5710040201516462
pa00297_4	CP137501.1	6845	6879	plus	97.143	35	1	0	35	6845	6879	GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1_ardk_5	Anti_RM	ardk	6703	6993	49005	0.1397408427711458
pa00297_4	CP137497.1	6845	6879	plus	97.143	35	1	0	35	6845	6879	GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1_ardk_5	Anti_RM	ardk	6703	6993	49005	0.1397408427711458
